speedKMH,currentTime,throttle,brake,clutch
64.314,0:38:310,0.771,0,1
64.459,0:38:316,0.777,0,1
64.609,0:38:331,0.78,0,1
64.813,0:38:337,0.779,0,1
64.971,0:38:349,0.78,0,1
65.133,0:38:358,0.777,0,1
65.352,0:38:370,0.773,0,1
65.525,0:38:376,0.77,0,1
65.702,0:38:388,0.765,0,1
65.936,0:38:397,0.76,0,1
66.107,0:38:409,0.755,0,1
66.273,0:38:415,0.751,0,1
66.49,0:38:430,0.748,0,1
66.655,0:38:442,0.745,0,1
66.888,0:38:448,0.745,0,1
67.066,0:38:463,0.748,0,1
67.242,0:38:469,0.749,0,1
67.418,0:38:481,0.753,0,1
67.651,0:38:487,0.76,0,1
67.828,0:38:502,0.766,0,1
68.008,0:38:508,0.771,0,1
68.252,0:38:520,0.776,0,1
68.439,0:38:529,0.784,0,1
68.693,0:38:541,0.79,0,1
68.887,0:38:547,0.793,0,1
69.085,0:38:562,0.799,0,1
69.354,0:38:568,0.807,0,1
69.559,0:38:580,0.808,0,1
69.768,0:38:586,0.813,0,1
69.979,0:38:601,0.816,0,1
70.266,0:38:607,0.821,0,1
70.484,0:38:619,0.825,0,1
70.704,0:38:628,0.826,0,1
71.003,0:38:640,0.827,0,1
71.229,0:38:646,0.827,0,1
71.457,0:38:661,0.826,0,1
71.765,0:38:667,0.826,0,1
71.996,0:38:679,0.826,0,1
72.229,0:38:688,0.826,0,1
72.54,0:38:700,0.826,0,1
72.774,0:38:706,0.827,0,1
73.01,0:38:721,0.829,0,1
73.325,0:38:727,0.832,0,1
73.563,0:38:739,0.833,0,1
73.881,0:38:748,0.835,0,1
74.041,0:38:760,0.835,0,1
74.361,0:38:766,0.835,0,1
74.603,0:38:781,0.835,0,1
74.926,0:38:787,0.835,0,1
75.169,0:38:799,0.834,0,1
75.494,0:38:814,0.833,0,1
75.739,0:38:820,0.833,0,1
75.983,0:38:826,0.833,0,1
76.229,0:38:838,0.833,0,1
76.556,0:38:847,0.833,0,1
76.802,0:38:859,0.833,0,1
77.049,0:38:865,0.833,0,1
77.379,0:38:880,0.833,0,1
77.627,0:38:886,0.833,0,1
77.876,0:38:898,0.833,0,1
78.208,0:38:907,0.833,0,1
78.457,0:38:919,0.833,0,1
78.706,0:38:925,0.832,0,1
79.04,0:38:940,0.833,0,1
79.291,0:38:946,0.833,0,1
79.542,0:38:958,0.833,0,1
79.877,0:38:973,0.833,0,1
80.128,0:38:979,0.833,0,1
80.359,0:38:985,0.833,0,1
80.501,0:39:000,0.833,0,1
80.474,0:39:012,0.833,0,1
80.396,0:39:018,0.834,0,1
80.271,0:39:024,0.834,0,1
80.173,0:39:039,0.835,0,1
80.074,0:39:045,0.836,0,1
79.939,0:39:060,0.839,0,1
79.88,0:39:066,0.841,0,1
79.965,0:39:078,0.842,0,1
80.198,0:39:084,0.847,0,1
80.314,0:39:099,0.854,0,1
80.307,0:39:105,0.856,0,1
80.198,0:39:120,0.863,0,1
80.1,0:39:126,0.869,0,1
79.97,0:39:138,0.876,0,1
79.884,0:39:153,0.883,0,1
79.925,0:39:159,0.893,0,1
80.072,0:39:165,0.901,0,1
80.245,0:39:180,0.904,0,1
80.323,0:39:186,0.915,0,1
80.267,0:39:198,0.919,0,1
80.146,0:39:204,0.924,0,1
80.05,0:39:219,0.934,0,1
79.953,0:39:231,0.939,0,1
79.911,0:39:237,0.946,0,1
80.032,0:39:252,0.949,0,1
80.215,0:39:258,0.954,0,1
80.352,0:39:273,0.958,0,1
80.326,0:39:279,0.966,0,1
80.245,0:39:285,0.97,0,1
80.151,0:39:297,0.973,0,1
80.022,0:39:312,0.976,0,1
79.903,0:39:318,0.978,0,1
79.945,0:39:324,0.979,0,1
80.099,0:39:339,0.978,0,1
80.324,0:39:351,0.978,0,1
80.369,0:39:360,0.977,0,1
80.317,0:39:366,0.977,0,1
80.229,0:39:378,0.976,0,1
80.102,0:39:387,0.976,0,1
80.036,0:39:399,0.976,0,1
79.906,0:39:405,0.976,0,1
79.895,0:39:420,0.976,0,1
80.074,0:39:426,0.976,0,1
80.254,0:39:438,0.976,0,1
80.343,0:39:453,0.975,0,1
80.29,0:39:459,0.975,0,1
80.2,0:39:465,0.973,0,1
80.07,0:39:480,0.973,0,1
79.971,0:39:486,0.972,0,1
79.884,0:39:498,0.972,0,1
79.966,0:39:507,0.971,0,1
80.14,0:39:519,0.971,0,1
80.293,0:39:525,0.971,0,1
80.323,0:39:540,0.971,0,1
80.251,0:39:546,0.971,0,1
80.159,0:39:558,0.971,0,1
80.062,0:39:567,0.971,0,1
79.931,0:39:579,0.972,0,1
79.92,0:39:585,0.971,0,1
80.039,0:39:600,0.971,0,1
80.277,0:39:606,0.971,0,1
80.359,0:39:618,0.97,0,1
80.303,0:39:627,0.97,0,1
80.214,0:39:639,0.969,0,1
80.117,0:39:645,0.968,0,1
79.985,0:39:660,0.967,0,1
79.898,0:39:672,0.967,0,1
79.937,0:39:678,0.968,0,1
80.149,0:39:687,0.968,0,1
80.302,0:39:699,0.967,0,1
80.328,0:39:711,0.967,0,1
80.256,0:39:720,0.967,0,1
80.163,0:39:732,0.967,0,1
80.065,0:39:738,0.967,0,1
79.934,0:39:753,0.967,0,1
79.923,0:39:759,0.967,0,1
80.042,0:39:765,0.967,0,1
80.274,0:39:780,0.967,0,1
80.353,0:39:786,0.968,0,1
80.321,0:39:798,0.968,0,1
80.208,0:39:807,0.968,0,1
80.111,0:39:819,0.969,0,1
80.013,0:39:825,0.969,0,1
79.893,0:39:840,0.97,0,1
79.932,0:39:846,0.971,0,1
80.144,0:39:858,0.971,0,1
80.296,0:39:867,0.972,0,1
80.334,0:39:879,0.973,0,1
80.277,0:39:885,0.976,0,1
80.156,0:39:900,0.978,0,1
80.058,0:39:912,0.981,0,1
79.927,0:39:918,0.986,0,1
79.917,0:39:933,0.987,0,1
80.038,0:39:939,0.991,0,1
80.222,0:39:945,0.994,0,1
80.344,0:39:960,0.996,0,1
80.327,0:39:966,1,0,1
80.244,0:39:981,1,0,1
80.148,0:39:987,1,0,1
80.017,0:39:999,1,0,1
79.918,0:40:005,1,0,1
79.939,0:40:020,1,0,1
80.092,0:40:026,1,0,1
80.315,0:40:041,1,0,1
80.357,0:40:047,1,0,1
80.301,0:40:059,1,0,1
80.21,0:40:068,1,0,1
80.08,0:40:080,1,0,1
79.981,0:40:086,1,0,1
79.893,0:40:101,1,0,1
79.979,0:40:107,1,0,1
80.156,0:40:119,1,0,1
80.343,0:40:128,1,0,1
80.347,0:40:140,1,0,1
80.274,0:40:146,1,0,1
80.179,0:40:161,1,0,1
80.047,0:40:167,1,0,1
79.947,0:40:179,1,0,1
79.891,0:40:188,1,0,1
80.034,0:40:200,1,0,1
80.223,0:40:206,1,0,1
80.347,0:40:221,1,0,1
80.328,0:40:227,1,0,1
80.244,0:40:242,1,0,1
80.148,0:40:248,1,0,1
80.049,0:40:260,1,0,1
79.918,0:40:269,1,0,1
79.939,0:40:281,1,0,1
80.032,0:40:287,1,0,1
80.272,0:40:296,1,0,1
80.356,0:40:308,1,0,1
80.304,0:40:314,1,0,1
80.214,0:40:329,1,0,1
80.117,0:40:335,1,0,1
79.986,0:40:350,1,0,1
79.898,0:40:356,1,0,1
79.941,0:40:371,1,0,1
80.16,0:40:377,1,0,1
80.319,0:40:389,1,0,1
80.362,0:40:395,1,0,1
80.279,0:40:410,1,0,1
80.185,0:40:416,1,0,1
80.086,0:40:431,1,0,1
79.987,0:40:437,1,0,1
79.897,0:40:449,1,0,1
79.986,0:40:458,1,0,1
80.225,0:40:470,1,0,1
80.35,0:40:476,1,0,1
80.334,0:40:491,1,0,1
80.281,0:40:497,1,0,1
80.155,0:40:512,1,0,1
80.023,0:40:518,1,0,1
79.924,0:40:533,1,0,1
79.915,0:40:539,1,0,1
80.04,0:40:551,1,0,1
80.281,0:40:557,1,0,1
80.366,0:40:572,1,0,1
80.337,0:40:578,1,0,1
80.223,0:40:587,1,0,1
80.125,0:40:599,1,0,1
79.993,0:40:614,1,0,1
79.906,0:40:620,1,0,1
79.949,0:40:626,1,0,1
80.103,0:40:641,1,0,1
80.285,0:40:647,1,0,1
80.371,0:40:659,1,0,1
80.316,0:40:668,1,0,1
80.194,0:40:680,1,0,1
80.096,0:40:686,1,0,1
79.964,0:40:701,1,0,1
79.907,0:40:707,1,0,1
79.995,0:40:722,1,0,1
80.172,0:40:728,1,0,1
80.359,0:40:740,1,0,1
80.364,0:40:749,1,0,1
80.292,0:40:761,1,0,1
80.198,0:40:770,1,0,1
80.067,0:40:782,1,0,1
79.967,0:40:788,1,0,1
79.878,0:40:803,1,0,1
79.966,0:40:809,1,0,1
80.143,0:40:815,1,0,1
80.33,0:40:830,1,0,1
80.334,0:40:836,1,0,1
80.231,0:40:851,1,0,1
80.135,0:40:857,1,0,1
80.036,0:40:869,1,0,1
79.938,0:40:878,1,0,1
79.896,0:40:890,1,0,1
80.021,0:40:896,1,0,1
80.208,0:40:911,1,0,1
80.347,0:40:917,1,0,1
80.318,0:40:932,1,0,1
80.235,0:40:938,1,0,1
80.106,0:40:953,1,0,1
80.007,0:40:959,1,0,1
79.908,0:40:965,1,0,1
79.93,0:40:980,1,0,1
80.084,0:40:986,1,0,1
80.266,0:40:998,1,0,1
80.351,0:41:007,1,0,1
80.297,0:41:019,1,0,1
80.207,0:41:025,1,0,1
80.077,0:41:040,1,0,1
79.978,0:41:046,1,0,1
79.888,0:41:061,1,0,1
79.976,0:41:067,1,0,1
80.153,0:41:082,1,0,1
80.312,0:41:088,1,0,1
80.344,0:41:100,1,0,1
80.272,0:41:109,1,0,1
80.178,0:41:121,1,0,1
80.047,0:41:127,1,0,1
79.948,0:41:142,1,0,1
79.891,0:41:148,1,0,1
80.031,0:41:157,1,0,1
80.219,0:41:169,1,0,1
80.358,0:41:175,1,0,1
80.329,0:41:190,1,0,1
80.246,0:41:196,1,0,1
80.15,0:41:211,1,0,1
80.051,0:41:217,1,0,1
79.919,0:41:232,1,0,1
79.911,0:41:238,1,0,1
80.095,0:41:250,1,0,1
80.278,0:41:259,1,0,1
80.363,0:41:271,1,0,1
80.309,0:41:277,1,0,1
80.219,0:41:286,1,0,1
80.121,0:41:298,1,0,1
79.989,0:41:313,1,0,1
79.902,0:41:319,1,0,1
79.945,0:41:325,1,0,1
80.164,0:41:340,1,0,1
80.323,0:41:346,1,0,1
80.356,0:41:361,1,0,1
80.284,0:41:367,1,0,1
80.19,0:41:382,1,0,1
80.059,0:41:388,1,0,1
79.96,0:41:400,1,0,1
79.903,0:41:409,1,0,1
79.991,0:41:421,1,0,1
80.23,0:41:427,1,0,1
80.355,0:41:436,1,0,1
80.359,0:41:448,1,0,1
80.257,0:41:457,1,0,1
80.16,0:41:469,1,0,1
80.062,0:41:478,1,0,1
79.93,0:41:490,1,0,1
79.921,0:41:496,1,0,1
80.045,0:41:511,1,0,1
80.286,0:41:517,1,0,1
80.371,0:41:532,1,0,1
80.341,0:41:538,1,0,1
80.227,0:41:544,1,0,1
80.129,0:41:559,1,0,1
80.03,0:41:565,1,0,1
79.91,0:41:580,1,0,1
79.951,0:41:586,1,0,1
80.104,0:41:601,1,0,1
80.326,0:41:607,1,0,1
80.369,0:41:622,1,0,1
80.287,0:41:628,1,0,1
80.194,0:41:640,1,0,1
80.096,0:41:649,1,0,1
79.964,0:41:661,1,0,1
79.906,0:41:670,1,0,1
79.993,0:41:676,1,0,1
80.168,0:41:688,1,0,1
80.354,0:41:697,1,0,1
80.358,0:41:709,1,0,1
80.287,0:41:715,1,0,1
80.194,0:41:730,1,0,1
80.064,0:41:736,1,0,1
79.965,0:41:751,1,0,1
79.922,0:41:757,1,0,1
80.045,0:41:772,1,0,1
80.231,0:41:778,1,0,1
80.37,0:41:793,1,0,1
80.341,0:41:799,1,0,1
80.259,0:41:811,1,0,1
80.13,0:41:820,1,0,1
80.031,0:41:826,1,0,1
79.932,0:41:838,1,0,1
79.953,0:41:847,1,0,1
80.106,0:41:859,1,0,1
80.287,0:41:868,1,0,1
80.373,0:41:880,1,0,1
80.319,0:41:886,1,0,1
80.229,0:41:901,1,0,1
80.132,0:41:907,1,0,1
80,0:41:922,1,0,1
79.901,0:41:928,1,0,1
79.923,0:41:934,1,0,1
80.076,0:41:949,1,0,1
80.258,0:41:955,1,0,1
80.342,0:41:970,1,0,1
80.288,0:41:976,1,0,1
80.198,0:41:991,1,0,1
80.068,0:41:997,1,0,1
79.969,0:42:009,1,0,1
79.882,0:42:018,1,0,1
79.968,0:42:030,1,0,1
80.144,0:42:039,1,0,1
80.303,0:42:051,1,0,1
80.336,0:42:060,1,0,1
80.264,0:42:066,1,0,1
80.17,0:42:081,1,0,1
80.039,0:42:087,1,0,1
79.94,0:42:099,1,0,1
79.883,0:42:108,1,0,1
80.023,0:42:120,1,0,1
80.211,0:42:129,1,0,1
80.336,0:42:141,1,0,1
80.321,0:42:147,1,0,1
80.238,0:42:162,1,0,1
80.142,0:42:171,1,0,1
80.01,0:42:177,0.984,0,1
79.911,0:42:189,0.977,0,1
79.93,0:42:198,0.941,0,1
80.077,0:42:210,0.922,0,1
80.25,0:42:216,0.899,0,1
80.325,0:42:231,0.888,0,1
80.265,0:42:237,0.885,0,1
80.175,0:42:246,0.886,0,1
80.078,0:42:258,0.89,0,1
79.946,0:42:267,0.903,0,1
79.885,0:42:279,0.91,0,1
80.009,0:42:288,0.922,0,1
80.18,0:42:300,0.924,0,1
80.288,0:42:309,0.925,0,1
80.281,0:42:321,0.927,0,1
80.205,0:42:330,0.929,0,1
80.078,0:42:336,0.934,0,1
79.979,0:42:351,0.943,0,1
79.891,0:42:357,0.947,0,1
79.966,0:42:369,0.959,0,1
80.134,0:42:378,0.968,0,1
80.306,0:42:393,0.978,0,1
80.302,0:42:399,0.987,0,1
80.227,0:42:405,0.991,0,1
80.099,0:42:420,0.999,0,1
79.999,0:42:426,1,0,1
79.91,0:42:441,1,0,1
79.994,0:42:447,1,0,1
80.174,0:42:456,1,0,1
80.332,0:42:471,1,0,1
80.37,0:42:477,1,0,1
80.282,0:42:492,1,0,1
80.188,0:42:498,1,0,1
80.06,0:42:504,1,0,1
79.963,0:42:519,1,0,1
79.904,0:42:528,1,0,1
80.047,0:42:540,1,0,1
80.238,0:42:549,1,0,1
80.36,0:42:555,1,0,1
80.336,0:42:570,1,0,1
80.247,0:42:579,1,0,1
80.148,0:42:585,1,0,1
80.048,0:42:600,1,0,1
79.913,0:42:606,1,0,1
79.904,0:42:621,1,0,1
80.019,0:42:627,1,0,1
80.244,0:42:636,1,0,1
80.33,0:42:648,1,0,1
80.312,0:42:657,1,0,1
80.207,0:42:669,1,0,1
80.114,0:42:678,1,0,1
79.983,0:42:690,1,0,1
79.892,0:42:699,1,0,1
79.982,0:42:711,1,0,1
80.16,0:42:720,1,0,1
80.312,0:42:726,1,0,1
80.35,0:42:741,1,0,1
80.265,0:42:747,1,0,1
80.17,0:42:762,1,0,1
80.07,0:42:768,1,0,1
79.936,0:42:774,1,0,1
79.879,0:42:789,1,0,1
79.968,0:42:795,1,0,1
80.208,0:42:810,1,0,1
80.332,0:42:816,1,0,1
80.334,0:42:831,1,0,1
80.231,0:42:837,1,0,1
80.135,0:42:852,1,0,1
80.036,0:42:858,1,0,1
79.9,0:42:864,1,0,1
79.894,0:42:879,1,0,1
80.027,0:42:885,1,0,1
80.273,0:42:900,1,0,1
80.354,0:42:906,1,0,1
80.32,0:42:921,1,0,1
80.234,0:42:927,1,0,1
80.102,0:42:936,1,0,1
80,0:42:948,1,0,1
79.904,0:42:957,1,0,1
79.996,0:42:969,1,0,1
80.17,0:42:978,1,0,1
80.454,0:42:990,1,0,1
80.689,0:42:999,1,0,1
80.939,0:43:005,1,0,1
81.284,0:43:020,1,0,1
81.549,0:43:026,1,0,1
81.816,0:43:041,1,0,1
82.174,0:43:047,1,0,1
82.454,0:43:062,1,0,1
82.742,0:43:068,1,0,1
83.129,0:43:083,1,0,1
83.42,0:43:089,1,0,1
83.72,0:43:095,1,0,1
84.132,0:43:110,1,0,1
84.434,0:43:116,1,0,1
84.734,0:43:131,1,0,1
85.134,0:43:137,1,0,1
85.436,0:43:149,1,0,1
85.732,0:43:158,1,0,1
86.113,0:43:170,1,0,1
86.396,0:43:176,1,0,1
86.681,0:43:191,1,0,1
87.064,0:43:197,1,0,1
87.355,0:43:212,1,0,1
87.647,0:43:218,1,0,1
88.04,0:43:224,1,0,1
88.337,0:43:239,1,0,1
88.636,0:43:251,1,0,1
89.037,0:43:260,1,0,1
89.339,0:43:266,1,0,1
89.643,0:43:278,1,0,1
89.947,0:43:287,1,0,1
90.352,0:43:299,1,0,1
90.656,0:43:305,1,0,1
91.062,0:43:320,1,0,1
91.366,0:43:326,1,0,1
91.764,0:43:341,1,0,1
92.057,0:43:347,1,0,1
92.344,0:43:362,1,0,1
92.625,0:43:368,1,0,1
92.996,0:43:380,1,0,1
93.273,0:43:389,1,0,1
93.648,0:43:401,1,0,1
93.933,0:43:407,1,0,1
94.221,0:43:416,1,0,1
94.5,0:43:428,1,0,1
94.841,0:43:434,1,0,1
95.09,0:43:449,1,0,1
95.342,0:43:455,1,0,1
95.688,0:43:470,1,0,1
95.953,0:43:476,1,0,1
96.225,0:43:488,1,0,1
96.501,0:43:497,1,0,1
96.875,0:43:509,1,0,1
97.157,0:43:518,1,0,1
97.444,0:43:530,1,0,1
97.835,0:43:539,1,0,1
98.137,0:43:551,1,0,1
98.529,0:43:557,1,0,1
98.792,0:43:572,1,0,1
99.05,0:43:578,1,0,1
99.428,0:43:593,1,0,1
99.729,0:43:599,1,0,1
100.047,0:43:605,1,0,1
100.365,0:43:620,1,0,1
100.777,0:43:626,1,0,1
101.076,0:43:641,1,0,1
101.457,0:43:647,1,0,1
101.73,0:43:662,1,0,1
101.994,0:43:668,0.991,0,1
102.338,0:43:680,0.972,0,1
102.592,0:43:689,0.947,0,1
102.84,0:43:701,0.912,0,1
103.16,0:43:707,0.842,0,1
103.392,0:43:716,0.749,0,1
103.614,0:43:728,0.674,0,1
103.891,0:43:737,0.546,0,1
104.087,0:43:749,0.454,0,1
104.335,0:43:758,0.36,0,1
104.512,0:43:770,0.221,0,1
104.68,0:43:779,0.134,0,1
104.835,0:43:791,0.062,0,1
105.022,0:43:797,0,0,1
105.143,0:43:812,0,0,1
105.242,0:43:818,0,0,1
105.339,0:43:824,0,0,1
105.388,0:43:839,0,0,1
105.416,0:43:848,0,0,1
105.422,0:43:860,0,0,1
105.404,0:43:866,0,0,1
105.353,0:43:881,0,0,1
105.295,0:43:890,0,0,1
105.222,0:43:896,0,0,1
105.136,0:43:908,0,0,1
105,0:43:917,0,0,1
104.886,0:43:929,0,0,1
104.718,0:43:938,0,0,1
104.583,0:43:950,0,0,1
104.441,0:43:959,0,0,1
104.293,0:43:965,0,0,1
104.086,0:43:977,0,0,1
103.926,0:43:986,0,0,1
103.761,0:43:998,0,0,1
103.535,0:44:007,0,0,1
103.361,0:44:019,0,0,1
103.121,0:44:028,0,0,1
102.937,0:44:040,0,0,1
102.749,0:44:046,0,0,1
102.493,0:44:061,0,0,1
102.298,0:44:067,0,0,1
102.101,0:44:082,0,0,1
101.901,0:44:088,0,0,1
101.631,0:44:097,0,0,1
101.428,0:44:109,0,0,1
101.225,0:44:118,0,0,1
100.953,0:44:130,0,0,1
100.745,0:44:139,0,0,1
100.534,0:44:145,0,0,1
100.244,0:44:160,0,0,1
100.022,0:44:172,0,0,1
99.803,0:44:181,0,0,1
99.591,0:44:187,0,0,1
99.316,0:44:202,0,0,1
99.111,0:44:208,0,0,1
98.836,0:44:214,0,0,1
98.628,0:44:229,0,0,1
98.42,0:44:235,0,0,1
98.136,0:44:250,0,0,1
97.917,0:44:256,0,0,1
97.617,0:44:271,0,0,1
97.384,0:44:277,0,0,1
97.144,0:44:292,0,0,1
96.904,0:44:298,0,0,1
96.6,0:44:304,0,0,1
96.378,0:44:319,0,0,1
96.156,0:44:325,0,0,1
95.861,0:44:340,0,0,1
95.64,0:44:346,0,0,1
95.418,0:44:361,0,0,1
95.119,0:44:367,0,0,1
94.887,0:44:376,0,0,1
94.654,0:44:388,0,0,1
94.341,0:44:394,0,0,1
94.111,0:44:409,0,0,1
93.885,0:44:415,0,0,1
93.586,0:44:430,0,0,1
93.364,0:44:436,0,0,1
93.066,0:44:451,0,0,1
92.843,0:44:457,0,0,1
92.622,0:44:466,0,0,1
92.336,0:44:478,0,0,1
92.123,0:44:487,0,0,1
91.915,0:44:499,0,0,1
91.709,0:44:508,0,0,1
91.433,0:44:520,0,0,1
91.227,0:44:529,0,0,1
91.02,0:44:535,0,0,1
90.747,0:44:550,0,0,1
90.542,0:44:556,0,0,1
90.349,0:44:571,0,0,1
90.099,0:44:577,0,0,1
89.917,0:44:592,0,0,1
89.736,0:44:598,0,0,1
89.554,0:44:604,0,0,1
89.305,0:44:619,0,0,1
89.116,0:44:628,0,0,1
88.859,0:44:640,0,0,1
88.662,0:44:649,0,0,1
88.461,0:44:655,0,0,1
88.191,0:44:670,0,0,1
87.987,0:44:676,0,0,1
87.783,0:44:691,0,0,1
87.578,0:44:697,0,0,1
87.307,0:44:706,0,0,1
87.107,0:44:721,0,0,1
86.913,0:44:727,0,0,1
86.664,0:44:736,0,0,1
86.48,0:44:748,0,0,1
86.237,0:44:757,0,0,1
86.055,0:44:772,0,0,1
85.883,0:44:778,0,0,1
85.658,0:44:784,0,0,1
85.49,0:44:799,0,0,1
85.322,0:44:808,0,0,1
85.091,0:44:820,0,0,1
84.911,0:44:829,0,0,1
84.725,0:44:835,0,0,1
84.534,0:44:850,0,0,1
84.27,0:44:859,0,0,1
84.066,0:44:865,0,0,1
83.86,0:44:880,0,0,1
83.584,0:44:889,0,0,1
83.376,0:44:895,0,0,1
83.097,0:44:910,0,0,1
82.886,0:44:919,0,0,1
82.601,0:44:925,0,0,1
82.388,0:44:940,0,0,1
82.177,0:44:946,0,0,1
81.975,0:44:955,0,0,1
81.715,0:44:970,0,0,1
81.52,0:44:976,0,0,1
81.325,0:44:991,0,0,1
81.014,0:44:997,0,0,1
80.762,0:45:006,0,0,1
80.556,0:45:021,0,0,1
80.383,0:45:027,0,0,1
80.094,0:45:036,0,0,1
79.841,0:45:051,0,0,1
79.646,0:45:057,0,0,1
79.435,0:45:066,0,0,1
79.278,0:45:081,0,0,1
79.006,0:45:087,0,0,1
78.807,0:45:096,0,0,1
78.629,0:45:105,0,0,1
78.426,0:45:120,0,0,1
78.283,0:45:129,0,0,1
78.101,0:45:135,0,0,1
77.969,0:45:144,0,0,1
77.851,0:45:159,0,0,1
77.707,0:45:168,0,0,1
77.301,0:45:177,0,0,1
77.061,0:45:186,0,0,1
76.876,0:45:201,0,0,1
76.607,0:45:210,0,0,1
76.571,0:45:216,0,0,1
76.537,0:45:225,0,0,1
76.491,0:45:234,0,0,1
76.42,0:45:249,0,0,1
76.332,0:45:258,0,0,1
76.247,0:45:267,0,0,1
76.135,0:45:276,0,0,1
76.005,0:45:291,0,0,1
75.856,0:45:300,0,0,1
75.725,0:45:306,0,0,1
75.571,0:45:315,0,0,1
69.859,0:45:330,0,0,1
55.737,0:45:339,0,0,1
34.185,0:45:348,0,0,1
33.568,0:45:354,0,0,1
33.786,0:45:369,0,0,1
34.054,0:45:378,0,0,1
34.335,0:45:387,0,0,1
34.407,0:45:393,0,0,1
34.39,0:45:411,0,0,1
34.363,0:45:420,0,0,1
34.341,0:45:429,0,0,1
34.316,0:45:438,0,0,1
34.276,0:45:444,0,0,1
34.239,0:45:453,0,0,1
34.193,0:45:462,0,0,1
34.107,0:45:480,0,0,1
34.033,0:45:489,0,0,1
33.931,0:45:498,0,0,1
33.858,0:45:507,0,0,1
33.791,0:45:516,0,0,1
33.735,0:45:525,0,0,1
33.662,0:45:534,0,0,1
33.452,0:45:552,0,0,1
32.999,0:45:561,0,0,1
32.629,0:45:570,0,0,1
32.271,0:45:579,0,0,1
31.912,0:45:588,0,0,1
31.367,0:45:597,0,0,1
30.964,0:45:606,0,0,1
30.65,0:45:615,0,0,1
30.352,0:45:624,0,0,1
29.974,0:45:633,0,0,1
29.641,0:45:651,0,0,1
29.407,0:45:660,0,0,1
29.184,0:45:672,0,0,1
28.977,0:45:681,0,0,1
28.794,0:45:690,0,0,1
28.598,0:45:699,0,0,1
28.486,0:45:708,0,0,1
28.372,0:45:717,0,0,1
28.304,0:45:726,0,0,1
28.24,0:45:735,0,0,1
28.146,0:45:747,0,0,1
28.06,0:45:756,0,0,1
27.955,0:45:765,0,0,1
27.782,0:45:774,0,0,1
27.629,0:45:783,0,0,1
27.462,0:45:792,0,0,1
27.227,0:45:804,0,0,1
27.047,0:45:822,0,0,1
26.864,0:45:831,0,0,1
26.612,0:45:840,0,0,1
26.42,0:45:849,0,0,1
26.225,0:45:858,0,0,1
25.964,0:45:867,0,0,1
25.769,0:45:879,0,0,1
25.578,0:45:888,0,0,1
25.33,0:45:897,0,0,1
25.15,0:45:906,0,0,1
24.976,0:45:915,0,0,1
24.75,0:45:924,0,0,1
24.585,0:45:933,0,0,1
24.423,0:45:942,0,0,1
24.211,0:45:954,0,0,1
24.054,0:45:972,0,0,1
23.897,0:45:981,0,0,1
23.686,0:45:990,0,0,1
23.526,0:45:999,0,0,1
23.308,0:46:008,0,0,1
23.141,0:46:017,0,0,1
22.97,0:46:026,0,0,1
22.794,0:46:035,0,0,1
22.553,0:46:044,0,0.023,1
22.366,0:46:053,0,0.053,1
22.172,0:46:071,0,0.078,1
21.901,0:46:080,0,0.117,1
21.688,0:46:089,0,0.151,1
21.465,0:46:098,0,0.184,1
21.157,0:46:107,0,0.225,1
20.918,0:46:116,0,0.317,1
20.675,0:46:125,0,0.368,1
20.345,0:46:134,0,0.444,1
20.097,0:46:152,0,0.494,1
19.846,0:46:161,0,0.52,1
19.596,0:46:167,0,0.593,1
19.262,0:46:176,0,0.661,1
19.01,0:46:185,0,0.705,1
18.673,0:46:194,0,0.765,1
18.419,0:46:209,0,0.803,1
18.165,0:46:218,0,0.839,1
17.826,0:46:227,0,0.885,1
17.573,0:46:233,0,0.928,1
17.319,0:46:251,0,0.954,1
16.978,0:46:257,0,0.986,1
16.72,0:46:266,0,1,1
16.373,0:46:281,0,1,1
16.114,0:46:290,0,1,1
15.853,0:46:296,0,1,1
15.589,0:46:305,0,1,1
15.234,0:46:320,0,1,1
14.974,0:46:329,0,1,1
14.709,0:46:335,0,1,1
14.358,0:46:350,0,1,1
14.097,0:46:359,0,1,1
13.828,0:46:368,0,1,1
13.46,0:46:374,0,1,1
13.181,0:46:389,0,1,1
12.907,0:46:398,0,1,1
12.559,0:46:404,0,1,1
12.308,0:46:419,0,1,1
12.062,0:46:428,0,1,1
11.738,0:46:434,0,1,1
11.489,0:46:449,0,1,1
11.232,0:46:458,0,1,1
10.873,0:46:464,0,1,1
10.595,0:46:482,0,1,1
10.31,0:46:488,0,1,1
9.926,0:46:497,0,1,1
9.734,0:46:509,0,1,1
9.351,0:46:518,0,1,1
8.975,0:46:527,0,1,1
8.698,0:46:542,0,1,1
8.425,0:46:548,0,1,1
8.06,0:46:557,0,1,1
7.781,0:46:572,0,1,1
7.492,0:46:578,0,1,1
7.097,0:46:584,0,1,1
6.8,0:46:599,0,1,1
6.503,0:46:605,0,1,1
6.112,0:46:614,0,1,1
5.918,0:46:629,0,1,1
5.538,0:46:635,0,1,1
5.163,0:46:650,0,1,1
4.885,0:46:659,0,1,1
4.609,0:46:665,0,1,1
4.242,0:46:677,0.044,1,1
3.966,0:46:686,0.06,1,1
3.688,0:46:701,0.07,1,1
3.314,0:46:710,0.099,1,1
3.032,0:46:716,0.133,1,1
2.652,0:46:728,0.161,1,1
2.461,0:46:737,0.196,1,1
